NCTId,Sponsor,Locations
NCT03853512,Bayer,"Medcin Instituto da Pele, São Paulo, Brazil"
NCT03684330,Maíra F Pessoa,"UFPE, Recife, Brazil"
NCT03853109,Amgen,"Nucleo de Oncologia da Bahia, Salvador, Brazil; Hospital Sao Lucas da Pontificia Universidade Catolica do Rio Grande do Sul, Porto Alegre, Brazil; Hospital de Base de Sao Jose do Rio Preto, São José do Rio Preto, Brazil; Sociedade Beneficente de Senhoras Hospital Sirio Libanes, São Paulo, Brazil; Instituto Coi, Rio de Janeiro, Brazil"
NCT02658175,Akcea Therapeutics,"IONIS Investigative Site, São Paulo, Brazil; IONIS Investigative Site, São Paulo, Brazil"
NCT03456219,Federal University of Uberlandia,"Cibele Aparecida Crispim, Uberlândia, Brazil"
NCT01372865,Eurofarma Laboratorios S.A.,"IMA Brasil - Instituto de Pesquisa Clínica e Medicina Avançada, São Paulo, Brazil"
NCT03117244,Faculdade de Ciências Médicas da Santa Casa de São Paulo,"Claudio Cazarini Júnior, São Paulo, Brazil"
NCT02411812,Klaus Barretto-Lopes,"Rio de Janeiro State University, Rio de Janeiro, Brazil"
NCT02528630,Federal University of São Paulo,"Universidade Federal de Sao Paulo, São Paulo, Brazil"
NCT00499707,GlaxoSmithKline,"GSK Investigational Site, Recife, Brazil; GSK Investigational Site, São Paulo, Brazil"
NCT01633112,Novartis Pharmaceuticals,"Novartis Investigative Site, Belo Horizonte, Brazil; Novartis Investigative Site, Porto Alegre, Brazil; Novartis Investigative Site, Joinville, Brazil; Novartis Investigative Site, São Paulo, Brazil; Novartis Investigative Site, Campina Grande do Sul, Brazil; Novartis Investigative Site, Goiânia, Brazil; Novartis Investigative Site, Passo Fundo, Brazil; Novartis Investigative Site, Rio de Janeiro, Brazil; Novartis Investigative Site, São Paulo, Brazil"
NCT02982577,University of Sao Paulo,"University of São Paulo, Ribeirão Preto, Brazil"
NCT04512677,Universidade Federal Fluminense,"Universidade Federal Fluminense, Niterói, Brazil; Hospital e Clínica São Gonçalo, São Gonçalo, Brazil"
NCT05590481,Instituto Materno Infantil Prof. Fernando Figueira,"Instituto de medicina integral fernando figueira, Recife, Brazil"
NCT00678392,Pfizer,"Clinica Oncologistas Associados, Rio de Janeiro, Brazil; Irmandade da Santa Casa de Misericordia de Porto Alegre (ISCMPA) - Hospital Santa Rita, Porto Alegre, Brazil; Fundacao Pio XII Hospital de Cancer de Barretos, Barretos, Brazil; Fundacao Antonio Prudente, São Paulo, Brazil"
NCT01731834,Federal University of Uberlandia,"FUUberlândia, Uberlândia, Brazil"
NCT01155128,Federal University of Pelotas,"University Federal of Pelotas, Pelotas, Brazil"
NCT02364765,Federal University of Minas Gerais,"Department of Oral and Maxillofacial Surgery - Baleia Hospital, Belo Horizonte, Brazil"
NCT01682707,Federal University of Juiz de Fora,"National Institute of Cardiology / Ministry of Health, Rio de Janeiro, Brazil"
NCT05050136,"Mirum Pharmaceuticals, Inc.","Centro de Pesquisa Clínica da Bahiana Saúde, Salvador, Brazil; Hospital Das Clínicas Da Ufg, Goiânia, Brazil; Centro de Pesquisas Clínicas do HC/UFMG-EBSERH, Belo Horizonte, Brazil; Hospital de Clínicas de Porto Alegre, Porto Alegre, Brazil; Fundação Oswaldo Ramos, São Paulo, Brazil"
NCT04270201,Instituto do Cancer do Estado de São Paulo,"Instituto do Câncer do Estado de São Paulo, São Paulo, Brazil"
NCT02301975,GlaxoSmithKline,"GSK Investigational Site, Salvador, Brazil; GSK Investigational Site, Goiânia, Brazil; GSK Investigational Site, Porto Alegre, Brazil; GSK Investigational Site, São Paulo, Brazil; GSK Investigational Site, São Paulo, Brazil"
NCT02870257,University of Nove de Julho,"UNINOVE, São Paulo, Brazil"
NCT02824601,Universidade Estadual Paulista Júlio de Mesquita Filho,"Universidade Estadual Paulista Júlio de Mesquita Filho, São José dos Campos, Brazil"
NCT03746275,Bayer,"Multiple facilities, Multiple Locations, Brazil"
NCT01428557,Hospital do Coracao,"Hospital do Coracao, São Paulo, Brazil"
NCT06768528,University of Sao Paulo General Hospital,"Instituto do Coração - Hospital das Clínicas - Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil"
NCT07188844,Immunovant Sciences GmbH,"Site Number - 9103, Brasília, Brazil; Site Number - 9101, Curitiba, Brazil; Site Number - 9100, Ribeirão Preto, Brazil"
NCT03343912,Galeno Desenvolvimento de Pesquisas Clínicas,"Galeno Desenvolvimento de Pesquisas Clinicas Ltda. - ME, Campinas, Brazil"
NCT02475681,Acerta Pharma BV,"Research Site, Barretos, Brazil; Research Site, Florianópolis, Brazil; Research Site, Passo Fundo, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Porto Alegre, Brazil; Research Site, São Paulo, Brazil"
NCT05946330,Universidade Federal do Paraná,"Hospital de Clínicas da Universidade Federal do Paraná, Curitiba, Brazil"
NCT01731509,University of Sao Paulo General Hospital,"Hospital das Clinicas da Faculdade de Medicina da Universidade de Sao Paulo, São Paulo, Brazil"
NCT01027364,Bioverativ Therapeutics Inc.,"Research Site, Campinas, Brazil"
NCT03868241,Hospital do Coracao,"Hospital de Base de São José do Rio Preto, Rio Preto, Brazil; Hospital do Coração, São Paulo, Brazil; AC Camargo Câncer Center, São Paulo, Brazil; Hospital da Luz, São Paulo, Brazil; Hospital Paulistano, São Paulo, Brazil; Hospital São Paulo - UNIFESP, São Paulo, Brazil"
NCT02065505,Universidade do Vale do Paraíba,"Rehabilitation Engineering Laboratory of Sensory Motor, São José dos Campos, Brazil"
NCT04221451,"Genzyme, a Sanofi Company","Hospital de Clinicas de Porto Alegre _investigational site number 0760001, Porto Alegre, Brazil"
NCT00484068,Hospital de Clinicas de Porto Alegre,"HCPortoAlegre, Porto Alegre, Brazil"
NCT06120491,AstraZeneca,"Research Site, Curitiba, Brazil; Research Site, Pelotas, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Rio de Janeiro, Brazil; Research Site, Salvador, Brazil; Research Site, São Luís, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil"
NCT06455449,AstraZeneca,"Research Site, Joinville, Brazil; Research Site, Juiz de Fora, Brazil; Research Site, Pelotas, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Salvador, Brazil; Research Site, Salvador, Brazil; Research Site, São José do Rio Preto, Brazil; Research Site, São Paulo, Brazil"
NCT04367233,University of Sao Paulo General Hospital,"Hospital das Clínicas - Faculdade de Medicina da Universidade de Sao Paulo, São Paulo, Brazil"
NCT01839526,"Genzyme, a Sanofi Company","Investigational Site Number 076001, Porto Alegre, Brazil"
NCT00315133,University of Sao Paulo,"Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo, Ribeirão Preto, Brazil"
NCT03743649,M.D. Anderson Cancer Center,"Hosptial de Cancer de Barretos, Barretos, Brazil"
NCT00757978,Hospital de Clinicas de Porto Alegre,"Hospital de Clinicas de Porto Alegre, Porto Alegre, Brazil"
NCT00543725,"Tibotec Pharmaceuticals, Ireland",", Campinas, Brazil; , Distrito Barao Geraldo-Campina, Brazil; , Pinheiros, Brazil; , Recife, Brazil; , São Paulo, Brazil"
NCT00659308,Federal University of São Paulo,"Federal University of Sao Paulo, São Paulo, Brazil"
NCT04015674,Hospital de Clinicas de Porto Alegre,"Hospital de Clinicas de Porto Alegre, Porto Alegre, Brazil"
NCT00949533,Hoffmann-La Roche,", Curitiba, Brazil; , São Paulo, Brazil; , São Paulo, Brazil"
NCT02208791,University of Sao Paulo General Hospital,"Hospital das Clinicas - Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil"
NCT07091747,Federal University of Latin American Integration,"Universidade Federal da Integração Latino-Americana, Foz do Iguaçu, Brazil"
NCT00834938,"University of Campinas, Brazil","LIMED (Laboratory of Investigation of Metabolism and Diabetes)/GASTROCENTRO/Univeristy of Campinas (UNICAMP), Campinas, Brazil"
NCT02682355,"Rutgers, The State University of New Jersey","Hospital Sao Lucas da - PUC / RS, Porto Alegre, Brazil; Hospital Moinhos de Vento, Porto Alegre, Brazil"
NCT00747526,"Janssen Research & Development, LLC",", São Paulo, Brazil"
NCT02648347,Akebia Therapeutics,"Research Site, Fortaleza, Brazil; Research Site, Fortaleza, Brazil; Research Site, Vitória, Brazil; Research Site, Feira de Santana, Brazil; Research Site, Itabuna, Brazil; Research Site, Belo Horizonte, Brazil; Research Site, Juiz de Fora, Brazil; Research Site, Curitiba, Brazil; Research Site #1, Curitiba, Brazil; Research Site #2, Curitiba, Brazil; Research Site, Maringá, Brazil; Research Site, Rio de Janeiro, Brazil; Research Site, Canoas, Brazil; Research Site, Caxias do Sul, Brazil; Research Site, Passo Fundo, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Criciúma, Brazil; Research Site, Joinville, Brazil; Research Site, Botucatu, Brazil; Research Site, Campinas, Brazil; Research Site, Santo André, Brazil; Research Site, Santo André, Brazil; Research Site, São Bernardo do Campo, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil"
NCT03409315,University Medical Center Groningen,"Hélio Fraga Reference Center, Rio de Janeiro, Brazil"
NCT07156708,Federal University of Pelotas,"Escola Superior de Educação Física e Fisioterapia, Pelotas, Brazil"
NCT04889040,Hoffmann-La Roche,"L2 Ip Instituto de Pesquisas Clinicas Ltda ME; Centro Medico Hospitalar, Brasília, Brazil; Chronos Pesquisa Clinica, Taguatinga, Brazil; Hospital Nossa Senhora das Graças, Curitiba, Brazil; Hospital Agamenon Magalhães, Recife, Brazil; Conjunto Hospitalar do Mandaqui, São Paulo, Brazil"
NCT02437552,University of Sao Paulo,"Policlínica Pato Branco, Pato Branco, Brazil"
NCT03263247,São Paulo State University,"University of Sao Paulo, São Paulo, Brazil"
NCT02815358,Federal University of Health Science of Porto Alegre,"Federal University of Health Sciences of Porto Alegre, Porto Alegre, Brazil"
NCT01667315,Federal University of São Paulo,"Federal University of Sao Paulo, São Paulo, Brazil"
NCT03090217,Federal University of Health Science of Porto Alegre,"Comitê de Ética em Pesquisa - Santa Casa de Misericórdia de Porto Alegre, Porto Alegre, Brazil"
NCT01265121,University of Sao Paulo General Hospital,"General Hospital of the University of São Paulo, São Paulo, Brazil"
NCT02043314,Oswaldo Cruz Foundation,"Synchrophar - Ass. e Desenv. de Projetos Clínicos Ltda., Campinas, Brazil"
NCT02161614,Federal University of Minas Gerais,"Hospital das Clinicas - Universidade Federal de Minas Gerais, Belo Horizonte, Brazil"
NCT06570616,University of Sao Paulo General Hospital,"Sleep Laboratory, Heart Institute, Pulmonary Division, Hospital das Clínicas da Universidade de São Paulo, São Paulo, Brazil; InCor - Instituto do Coração do Hospital das Clínicas da FMUSP, São Paulo, Brazil"
NCT00302016,Novartis Pharmaceuticals,"Novartis Investigative Site, Belo Horizonte, Brazil; Novartis Investigative Site, Brasilia-DF, Brazil; Novartis Investigative Site, Campinas, Brazil; Novartis Investigative Site, Curitaba, Brazil; Novartis Investigative Site, Curitiba, Brazil; Novartis Investigative Site, Porto Alegre-RS, Brazil; Novartis Investigative Site, Ribeirão Preto, Brazil; Novartis Investigative Site, Rio de Janeiro, Brazil; Novartis Investigative Site, São Paulo, Brazil"
NCT06068504,University of Nove de Julho,"University Nove de Julho, São Paulo, Brazil"
NCT04911946,University of Sao Paulo General Hospital,"Instituto de Ortopedia e Traumatologia do Hospital das Clinicas da Faculdade de Medicina da Universidade de São Paulo, São Paulo, Brazil"
NCT03154970,Universidade Federal de Santa Maria,"Universidade Federal de Santa Maria, Santa Maria, Brazil"
NCT05403541,Immunovant Sciences GmbH,"Site Number - 5501, Ribeirão Preto, Brazil; Site Number- 5503, Rio de Janeiro, Brazil"
NCT01354054,University of Iowa,"Department of Physical Therapy Federal university of Sergipe, Aracaju, Brazil"
NCT06917794,D'Or Institute for Research and Education,"Instituto D'Or de Pesquisa e Ensino, Fortaleza, Brazil; CPOC - Centro de Pesquisa Oncológica e Clínica, faz parte do Complexo Associação Obras Sociais lrmã Dulce (AOSID), Salvador, Brazil; Instituto D'Or de Pesquisa e Ensino, Salvador, Brazil; Instituto D'Or de Pesquisa e Ensino, Brasília, Brazil; Instituto D'Or de Pesquisa e Ensino, Curitiba, Brazil; Instituto D'Or de Pesquisa e Ensino, Recife, Brazil; Instituto D'Or de Pesquisa e Ensino, Rio de Janeiro, Brazil; Instituto D'Or de Pesquisa e Ensino, São Paulo, Brazil; Instituto do Câncer do Estado de São Paulo, São Paulo, Brazil"
NCT04512651,Universidade Estadual do PiauÍ,"Laiana Sepúlveda de Andrade Mesquita, Teresina, Brazil"
NCT04315142,University of Zurich,"University of Sao Paulo School of Medicine, São Paulo, Brazil"
NCT01998386,University of Nove de Julho,"University of Nove de Julho, São Paulo, Brazil"
NCT06141486,Sanofi,"Centro de Pesquisas da Clínica IBIS- Site Number : 0760030, Salvador, Brazil; L2IP - Instituto de Pesquisas Clínicas- Site Number : 0760003, Brasília, Brazil; Universidade Federal de Goias- Site Number : 0760024, Goiânia, Brazil; Freire Pesquisa Clínica - Belo Horizonte - Rua Piauí- Site Number : 0760025, Belo Horizonte, Brazil; Instituto de Neurologia de Curitiba - Ecoville- Site Number : 0760001, Curitiba, Brazil; Hospital Moinhos de Vento- Site Number : 0760005, Porto Alegre, Brazil; Clínica Neurológica- Site Number : 0760007, Joinville, Brazil; Prognosis Pesquisa Clinica- Site Number : 0760032, Santo André, Brazil; CPQuali Pesquisa Clinica - São Paulo- Site Number : 0760002, São Paulo, Brazil; PSEG Centro de Pesquisa Clínica- Site Number : 0760021, São Paulo, Brazil; Jordy Sinapse- Site Number : 0760004, São Paulo, Brazil"
NCT01297972,University of Sao Paulo,"Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo, Ribeirão Preto, Brazil"
NCT00933205,Boehringer Ingelheim,"1182.16.5511 Unidade de Pesquisa Clínica (UPC) - AIDS, Campinas - Sp, Brazil; 1182.16.5505 Hospital São José de Doenças Infecciosas de Fortaleza, Fortaleza - Ce, Brazil; 1182.16.5502 Hospital Nossa Senhora da Conceiç, Porto Alegre - Rs, Brazil; 1182.16.5504 Hospital das Clínicas de Porto Alegre, Porto Alegre - Rs, Brazil; 1182.16.5512 Ambulatório de DST/ AIDS - RS, Porto Alegre - Rs, Brazil; 1182.16.5513 Centro de Pesquisa Hospital Evandro Chagras, Rio de Janeiro, Brazil; 1182.16.5509, Rio de Janeiro - Rj, Brazil; 1182.16.5510, Santos - Sp, Brazil; 1182.16.5501 UNIFESP/ Hospital São Paulo- Univers. Federal de São Paulo, São Paulo - Sp, Brazil; 1182.16.5506 Casa da AIDS da FMUSP, São Paulo - Sp, Brazil; 1182.16.5507 Hospital do Servidor Público Estadual de São Paulo, São Paulo - Sp, Brazil; 1182.16.5508, Vila Mariana, Brazil"
NCT03071302,Sao Jose do Rio Preto Medical School,"Visum Eye Center / Immunogenetic laboratory of FAMERP, São José do Rio Preto, Brazil"
NCT00377637,Hoffmann-La Roche,", Rio de Janeiro, Brazil; , São Paulo, Brazil; , Sorocaba, Brazil"
NCT06863272,Merck Sharp & Dohme LLC,"Fundação Faculdade Regional de Medicina de São José do Rio Preto ( Site 0263), São José do Rio Preto, Brazil; IPITEC ( Site 0275), São Paulo, Brazil; IBCC - Instituto Brasileiro de Controle do Câncer ( Site 0269), São Paulo, Brazil"
NCT02326857,National Cancer Institute (NCI),"Instituto Nacional de Cancer (INCA), Rio de Janeiro, Brazil; Instituto do C(SqrRoot) ncer do Estado de S(SqrRoot) o Paulo, São Paulo, Brazil"
NCT05085457,Universidade do Oeste de Santa Catarina,"Hospital Universitário Santa Terezinha, Joaçaba, Brazil"
NCT05325866,Amgen,"Hospital das Clinicas da Ufmg, Belo Horizonte, Brazil; Centro de Oncologia Mackenzie, Curitiba, Brazil; Associacao Hospitalar Moinhos de Vento, Porto Alegre, Brazil; Instituto do Cancer Arnaldo Vieira de Carvalho, São Paulo, Brazil; Beneficencia Portuguesa de Sao Paulo - Bp, São Paulo, Brazil; Oncologia Rede D Or, São Paulo, Brazil; Oncoclinicas Rio de Janeiro S A, Rio de Janeiro, Brazil"
NCT02562456,University of Sao Paulo,"Complexo Educacional Carlos Osmarinho de Lima - Trailer USP, Barueri, Brazil"
NCT00052156,CancerVax Corporation,"INCA (National Cancer Institute), Rio de Janeiro, Brazil; Hospital Sirio Lebanes, São Paulo, Brazil"
NCT06150456,University of Nove de Julho,"Universidade Nove de Julho, São Paulo, Brazil"
NCT01732822,AstraZeneca,"Research Site, Belo Horizonte, Brazil; Research Site, Belo Horizonte, Brazil; Research Site, Belo Horizonte, Brazil; Research Site, Belo Horizonte, Brazil; Research Site, Brasília, Brazil; Research Site, Campinas, Brazil; Research Site, Campinas, Brazil; Research Site, Canoas, Brazil; Research Site, Curitiba, Brazil; Research Site, Curitiba, Brazil; Research Site, Juiz de Fora, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Porto Alegre, Brazil; Research Site, Rio de Janeiro, Brazil; Research Site, Salvador, Brazil; Research Site, Salvador, Brazil; Research Site, Santo André, Brazil; Research Site, São Bernardo do Campo, Brazil; Research Site, São José do Rio Preto, Brazil; Research Site, São José do Rio Preto, Brazil; Research Site, São Paulo, Brazil; Research Site, São Paulo, Brazil; Research Site, Tatuí, Brazil; Research Site, Uberlândia, Brazil"
