CNES,NOMEFANT
05251632000303,PREFEITURA MUNICIPAL DE TUCURUI
05284790000106,N S XAVIER OLIVEIRA
05320403000131,HOSPITAL SANTO ANTONIO MARIA ZACCARIA
05321575002173,OBRAS SOCIAIS DA DIOCESE DE BRAGANCA
05321930000160,CEMMA CENTRO MEDICO DE MARABA LTDA
05349675000164,HOSPITAL E MATERNIDADE SANTA LUIZA DE MARILAC
05363726000102,HOSPITAL MENINO JESUS LTDA
05389093000101,HOSPITAL FRANCISCO MAGALHAES LTDA
05390737000181,HOSPITAL SAO JOSE
05392576000165,MATERNIDADE DO POVO DE CASTANHAL
05421870000158,HOSPITAL SANTO AGOSTINHO LTDA
05689657000121,CLIMEC CLINICA MEDICA LTDA
05726336000150,BRITO E BRITO LTDA
06228368000198,CLINICA PEDIATRICA NOSSA SENHORA DE S S LTDA
06313476000169,MS MUNIZ
07052462000100,ADAS ADMINISTRACAO ASSIST MEDICA HOSP LTDA EPP
07277622000453,INSTITUTO FRANCISCO PEREZ
07337331000160,ANTUNES E LIRA
07774211000120,CENTRO ESPECIALIZADO EM OLHOS LTDA
07819646000144,HOSPITAL E MATERNIDADE MUNICIPAL
07822419000178,HOSPITAL MATERNIDADE DE APARECIDA LTDA
07981245000196,ASSOCIACAO VT MEDEIROS
08109444000171,HOSPITAL OPHIR LOYOLA
09055340000194,ASSOCIACAO DE SAUDE ESPORTE LAZER E CULTURA ASELC
09055340000356,ASSOCIACAO DE SAUDE ESPORTE LAZER E CULTURA ASELC
09138615000153,CLINICA DE OLHOS DA AMAZONIA LTDA ME
09535935000147,HOSPITAL GERAL DE CLINICAS LTDA
10016141000156,ASSOCIACAO DOUGLAS BRAUN
10216398000151,HOSPITAL E MATERNIDADE SAO VICENTE
10217271000157,ASSOC DE CARIDADE SANTA CASA DE MISERICORDIA DE OBIDOS
10231967000138,CLINIFARMA SERVICOS E FARMACEUTICOS LTDA
10246288000132,LUIZ LEITE DE OLIVEIRA FILHO
10249381000281,PREFEITURA MUL DE SANTA MARIA DAS BARREIRAS
10498663000131,SAUDE CENTER HOSPITAL E MATERNIDADE LTDA
10678790000112,HOSPITAL MODELO DE ANANINDEUA LTDA
10891576000140,CLINICA E MATERNIDADE SAMARITANO LTDA
10946361000693,SECRETARIA EXECUTIVA DE SAUDE PUBLICA
11324474000105,HOSPITAL IMACULADA LTDA
11614792000100,ISO INSTITUTO DE SAUDE OCULAR LTDA
14006628000109,J E SERVICOS LTDA EPP
14127104000176,HOSPITAL SANTA LUCIA LTDA
15126437003754,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES EBSERH
15126437004130,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES EBSERH
15277304000178,S B DE SOUZA E CIA LTDA
15295918000182,ANTONIO PEDROSA CIA LTDA
15321391000113,CLINICA SANTO ANTONIO LTDA
15447545000118,IRMAOS PEDROSA LTDA ME
17454167000125,HOSPITAL SANTA MARIA DE ANANINDEUA LTDA
18490528000151,ASSOCIACAO SOCIAL UNIVIDA TAUA
18963002001547,HOSPITAL REGIONAL MENINO JESUS HRMJ
19401188000108,HOSPITAL DE OLHOS DE ANANINDEUA LTDA
19422783000120,INSTITUTO SAO FRANCISCO
19943524000144,ASSOCIACAO PRO TRAUMA APT
22942965000136,HOSPITAL E MATERNIDADE DRAFONSO RODRIGUES FILHO LTDA
22965180000189,HOSPITAL DAS CLINICAS DE BRAGANCA LTDA
22980973000177,FUNDACAO PUBLICA ESTADUAL HOSPITAL DE CLNICAS GASPAR VIANNA
22980973000258,CENTRO INTEGRADO ASSISTENCIA SOCIAL DO PARACIASPA
23453830002385,SECRETARIA DE ESTADO DE SAUDE PUBLICA
25143682000112,ASSOCIACAO GUIOMAR JESUS DE PREVENCAO E ASSISTENCIA A SAUDE
26494265000187,ASSOCIACAO BENEFICENTE SAO JOSE ABSJ
26963758000119,HOSPITAL DAS CLINICAS MEDICAL DIAGNOSTICS EIRELI EPP
34392155000132,ASSOCIACAO BENEFICENTE ESPEDITO MAGALHAES ABEM
34621748000476,UNIVERSIDADE FEDERAL DO PARA
34626440000251,PREFEITURA MUNICIPAL DE BREU BRANCO
34630905000167,HOSPITAL NOSSA SENHORA DE NAZARE
34826149000146,VANIA GABRIELLA LAURIA
34844928000174,CASA DE SAUDE DE PARAGOMINAS SC LTDA
34845396000190,HOSPITAL SAO PAULO SC LTDA
34880872000103,HOSPITAL E MATERNIDADE SANTO AGOSTINHO LTDA
36621882000150,N C DA COSTA SERVICOS
37533794000169,ASSOCIACAO BENEFICENTE CENAS
37885684000247,RAFAH REDE DE SAUDE LTDA
43164251000114,ASSOCIACAO BENEFICIENTE SAO MIGUEL ARCANJO
44563716002973,SECRETARIA EXECUTIVA DE SAUDE PUBLICA
45672421000105,VALE DOS SONHOS SERVICOS MEDICOS LTDA
53221255005967,ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS
54046363000197,B A SERVICOS DE SAUDE LTDA
60975737002600,SOCIEDADE BENEFICENTE SAO CAMILO
60975737005978,SOCIEDADE BENEFICENTE SAO CAMILO
63801575000123,CLINICA DE ACIDENTADOS SAO FRANCISCO
63813331000160,HOSPITAL DAS CLINICAS DE DOM ELISEU
63887483000108,HOSPITAL E MATERNIDADE SANTA BARBARA SC LTDA
83307488000121,CLINICA E MATERNIDADE SAO LUCAS
83325381000106,HOSPITAL CAMILO SALGADO LTDA
83326942000191,COUTINHO COUTINHO LTDA
83358119000168,V S CURI SERVICOS MEDICOS LTDA
83365635000110,CELIA SEGUISHI CHAVES
83366526000117,CLINICA CIRURGICA SAMARITANO SC LTDA
83581496000161,HOSPITAL NATALIA ARRAES LTDA
83589408000178,CENTRO DESAUDE CLINICO MENINO JESUS
83771519000109,J E ALMEIDA ALVES SS LTDA
83896688000167,HOSPITAL GERAL DE ABAETETUBA SC LTDA
84154467000186,VITRIA OFTALMOLOGIA LTDA
84154608000160,HOSPITAL PORTO DIAS SC LTDA
92726819001473,INSTITUTO POBRES SERVOS DA DIVINA PROVIDENCIA
0000027,CASA DE SAUDE SANTA HELENA
0000035,HOSPITAL MENDO SAMPAIO
0000094,MATERNIDADE PADRE GERALDO LEITE BASTOS
0000396,HOSPITAL DAS CLINICAS
0000418,HOSPITAL AGAMENON MAGALHAES
0000426,HOSPITAL OTAVIO DE FREITAS
0000434,IMIP
0000477,HOSPITAL OSWALDO CRUZ
0000485,FUNDACAO ALTINO VENTURA
0000531,US 159 POLICLINICA AGAMENON MAGALHAES
0000566,HOSPITAL MARIA LUCINDA
0000582,HOSPITAL DE CANCER DE PERNAMBUCO
0000604,US 169 POLICLINICA AMAURY COUTINHO
0000655,HOSPITAL DA RESTAURACAO
0000671,US 153 POLICLINICA E MATERNIDADE ARNALDO MARQUES
0000701,US 165 MATERNIDADE BANDEIRA FILHO
0000809,FUNDACAO HEMOPE
0000930,US 164 CENTRO DE REIDRATACAO E URG PED M CRAVO GAMA
0000981,HOSPITAL CORREIA PICANCO
0001015,US 163 HOSPITAL DE PEDIATRIA HELENA MOURA
0001120,REAL HOSPITAL PORTUGUES
0001546,HOSPITAL PSIQUIATRICO ULYSSES PERNAMBUCANO
0001570,CLINICA PSIQUIATRICA SANTO ANTONIO DE PADUA
0002232,HOSPITAL SANTA ISABEL
0002275,HOSPITAL SAO JOSE
0002283,HOSPITAL DE CIRURGIA
0002372,HOSPITAL MUNICIPAL ZONA SUL DES FERNANDO FRANCO
0002534,HOSPITAL UNIVERSITARIO DE SERGIPE HUSE
0002585,HOSPITAL SAO LUCAS
0002593,CLINICA SANTA HELENA
0003085,CLINICA DE REPOUSO SAO MARCELLO LTDA
0003220,CATOP
0003417,FUNDACAO CLIMEDI
0003581,INSTITUTO DE OLHOS DR CRISTIANO MENDONCA
0003743,CASA DE SAUDE SANTA MARIA
0003778,HOSPITAL ESTADUAL DA MULHER
0003786,HOSPITAL ARISTIDES MALTEZ
0003794,INSTITUTO DE PERINATOLOGIA DA BAHIA
0003808,HOSPITAL SAO RAFAEL
0003816,HOSPITAL UNIVERSITARIO PROFESSOR EDGARD SANTOS
0003832,HOSPITAL SANTA IZABEL
0003840,MATERNIDADE ALBERT SABIN
0003859,HOSPITAL GERAL ROBERTO SANTOS
0003875,HOSPITAL ANA NERY
0003921,CICAN
0003972,CENTRO DE PARTO HUMANIZADO JOAO BATISTA CARIBE
0003980,HOSPITAL ELADIO LASSERRE
0004057,HOSPITAL ESPANHOL
0004065,HOSPITAL ESPECIALIZADO OCTAVIO MANGABEIRA
0004073,HOSPITAL GERAL ERNESTO SIMOES FILHO
0004081,MATERNIDADE MARIA DA CONCEICAO DE JESUS
0004103,CLINICA SAO BERNARDO
0004170,MATERNIDADE TSYLLA BALBINO
0004251,HOSPITAL PORTUGUES
0004278,HOSPITAL MARTAGAO GESTEIRA
0004286,HOSPITAL JULIANO MOREIRA
0004294,HOSPITAL GERAL DO ESTADO
0004472,SANATORIO SAO PAULO
0004502,INSBOT BARBALHO
0004731,MATERNIDADE CLIMERIO DE OLIVEIRA
0004960,HOSPITAL SANTA LUZIA
0004979,HOSPITAL EVANGELICO DA BAHIA HEB
0004987,HOSPITAL PROFESSOR CARVALHO LUZ
0005134,CLINICA DE UROLOGIA MODESTO JACOBINO
0005355,CATO VITORIA
0005428,INSTITUTO COUTO MAIA
0005436,HOSPITAL ESPECIALIZADO MARIO LEAL
0005932,URBANO SAMPAIO CLINICA MEDICA
0006157,HOSPITAL HUMBERTO CASTRO LIMA
0006564,UNIDADE MISTA DR JOSE CARNEIRO DE CAMPOS
0006688,CDTO
0007471,PRONTO SOCORRO PEDIATRICO
0007641,ABSJ
0007684,HOSPITAL MAGALHAES
0007714,CLINICA DE ACIDENT SAO FRANCISCO
0007900,MATERNIDADE DO POVO DE CASTANHAL
0008028,HOSPITAL MUNICIPAL ANTONIO GIGLIO
0008036,HOSPITAL MATERNIDADE AMADOR AGUIAR
0008052,HOSPITAL REGIONAL DR VIVALDO MARTINS SIMOES OSASCO
0008087,PRONTO SOCORRO CONRADO CESARINO NUVOLINI
0008141,PRONTO SOCORRO DR ANTONIO FLAVIO FRANCA
0008478,LAR BUSSOCABA ASSISTENCIA VICENTINA
0008494,UPA BANGU
0008923,CENTRO HOSPITALAR DE SANTO ANDRE DR NEWTON DA COSTA BRANDAO
0009008,UNIDADE DE PRONTO ATENDIMENTO SAUDE MENTAL
0009296,HOSPITAL DE CLINICAS NORTE
0009539,HOSPITAL MATERNO INFANTIL ANTONINHO DA ROCHA MARMO
0009601,HOSPITAL PIO XII
0009628,HOSPITAL MUNICIPAL DR JOSE DE CARVALHO FLORENCE
0009636,ASSOCIACAO INSTITUTO CHUI DE PSIQUIATRIA
0009695,CENTRO DE REFERENCIA EM MOLESTIAS INFECCIOSAS
0009709,EBSERH HOSP UNIV MARIA APARECIDA PEDROSSIAN
0009717,SANTA CASA
0009725,HOSPITAL REGIONAL DE MATO GROSSO DO SUL
0009733,HOSPITAL SAO JULIAO
0009768,ASSOCIACAO DE AMPARO A MATERNIDADE E A INFANCIA AAMI
0009776,HOSPITAL DO CANCER DR ALFREDO ABRAO
0009792,HOSPITAL NOSSO LAR
0010448,SESAU CEDIP HD HOSPITAL DIA
0010456,HOSPITAL DE BASE DO DISTRITO FEDERAL
0010464,HRAN
0010472,HRG
0010480,HOSPITAL REGIONAL DE CEILANDIA
0010499,HRT HOSPITAL REGIONAL DE TAGUATINGA
0010502,HRS
0010510,HOSPITAL UNIVERSITARIO DE BRASILIA
0010529,HRPL
0010537,HOSPITAL MATERNO INFANTIL DR ANTONIO LISBOA
0010545,HRBZ
0010561,HFA
0010596,HOSPITAL DIA
0010618,HOSPITAL SAO VICENTE DE PAULO HSVP
0011738,HOSPITAL SANTA RITA DE CASSIA
0011746,HOSPITAL DA SANTA CASA DE MISERICORDIA DE VITORIA
0011800,HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA
0011819,HOSPITAL SAO LUCAS
0011843,SANTA CASA DE MISERICORDIA DE VITORIA UNIDADE PRO MATRE
0011991,AFPES
0012009,HOSPITAL PEDIATRICO DE VITORIA
0012017,HOSPITAL DA POLICIA MILITAR HPM
0012319,CLINICA LETICIA
0012505,HOSPITAL UNIVERSITARIO ANTONIO PEDRO
0012513,HOSPITAL MUNICIPAL CARLOS TORTELLY
0012521,SES RJ HOSPITAL ESTADUAL AZEVEDO LIMA
0012556,HOSPITAL ORENCIO DE FREITAS
0012599,HOSPITAL GETULIO VARGAS FILHO
0012610,HOSPITAL DE OLHOS SANTA BEATRIZ
0012688,CLINICA SANTA JULIANA
0012718,HOSPITAL PSIQUIATRICO DE JURUJUBA
0012742,CASA DE SAUDE ALFREDO NEVES LTDA
0012769,SES RJ INSTITUTO ESTADUAL DE DOENCAS DO TORAX ARY PARREIRAS
0012815,SEAP RJ HOSPITAL PENAL DE NITEROI
0012823,SEAP RJ HOSPITAL DE CUST E TRAT PSIQUIATRICO HENRIQUE ROXO
0013579,HOSPITAL MUNICIPAL BOM JESUS
0013633,HOSPITAL ANGELINA CARON
0013773,HOSPITAL MUNICIPAL SAO LUIZ
0013838,HOSPITAL SAO LUCAS
0013846,HOSPITAL DO ROCIO
0014001,ASSOCIACAO DE PESQUISA E TRATAMENTO ALCOOLISMO
0014109,HOSPITAL SANTA CASA DE MISERICORDIA
0014125,CENTER CLINICAS
0014133,HOSPITAL POLICLINICA SAO MARCOS
0014869,SANTA CASA DE COLOMBO
0015180,HOSPITAL E MAT MIQUELINA FRANCO E B PADILHA
0015245,HOSPITAL UNIVERSITARIO EVANGELICO MACKENZIE
0015318,HNSG
0015334,HOSPITAL SANTA CASA DE CURITIBA
0015369,COMPLEXO HOSPITALAR DO TRABALHADOR
0015407,HOSPITAL UNIVERSITARIO CAJURU
0015415,HOSPITAL OSVALDO CRUZ
0015423,CRUZ VERMELHA BRASILEIRA FILIAL DO ESTADO DO PARANA
0015563,HOSPITAL INFANTIL PEQUENO PRINCIPE
0015571,HOSPITAL NOSSA SENHORA DA LUZ
0015601,HOSPITAL SAO VICENTE CIC
0015636,HOSPITAL DE OLHOS DO PARANA
0015644,HOSPITAL ERASTO GAERTNER
0015660,HOSPITAL E MATERNIDADE SANTA MADALENA SOFIA
0015806,CLINICA HEIDELBERG
0015962,HOSPITAL SAO LUCAS
0016209,HOSPITAL DA VISAO
0016292,CLINICA DR HELIO ROTENBERG
0016365,UNIICA BOM RETIRO DOM JOAO BOSCO OLIVER DE FARIA
0016462,CENTRO MEDICO COMUNITARIO BAIRRO NOVO
0017396,UPA BOA VISTA
0017574,HOSPITAL E MATERNIDADE NOSSA SENHORA APARECIDA
0017612,HOSPITAL E MATERNIDADE ITAPERUCU
0017663,HOSPITAL REGIONAL DA LAPA SAO SEBASTIAO
0017779,HOSPITAL MUNICIPAL DE MANDIRITUBA
0017868,HOSPITAL FILANTROPICO POLICLINICA
0017884,ISSAL
0018090,FUNDACAO HOSPITALAR PINHAIS
0018260,HOSPITAL ADAUTO BOTELHO
0018333,HOSPITAL MUNICIPAL NOSSA SENHORA DA LUZ DOS PINHAIS
0018368,HOSPITAL DE DERMATOLOGIA SANITARIA
0018384,ASJA
0018392,HOSPITAL PIRAQUARA
0018600,HOSPITAL MUNICIPAL DE RIO BRANCO DO SUL
0018694,HOSPITAL BOM JESUS
0018813,HOSPITAL MUNICIPAL DR ATTILIO TALAMINI
0019194,HOSPITAL NOSSA SENHORA DAS DORES
0019208,UNIDADE MISTA DE SAUDE DE TUNAS DO PARANA
0019283,MATERNIDADE CARMELA DUTRA
0019305,HOSPITAL FLORIANOPOLIS
0019402,INSTITUTO DE ENSINO E PESQUISA DR IRINEU MAY BRODBECK
0019445,CEPONSC
0020516,US 167 POLICLINICA E MATERNIDADE PROFESSOR BARROS LIMA
0020893,IMEP
0021520,UPA VILA LUZITA
0022829,NUCLEO DE CIRURGIA AMBULATORIAL HOSPITAL DIA
0024074,HOSPITAL MUNICIPAL DA MULHER E MATERNIDADE CELIA CAMARA
0024228,UPA CENTRAL EMILIO PIRES MAGALHAES
0025135,HOSPITAL MUNICIPAL SAO JOAO BATISTA
0025143,HOSPITAL MUNICIPAL DR MUNIR RAFFUL
0025151,CASA DE SAUDE VOLTA REDONDA
0025186,HINJA
0025194,HOSPITAL EVANGELICO REGIONAL LTDA
0025399,MATERNIDADE MUNICIPAL HUMBERTO CARRANO
0026042,CLINEM
0026050,HOSPITAL SANTA CECILIA
0026417,HOSPITAL DE CLINICAS SUL
0026484,HOSPITAL DE OLHOS DE SERGIPE
0026549,HORG
0026557,OFTALMOCLINICA
0026697,CERSAMI CENTRO SUL CEPAI FHEMIG
0026719,CENTRO OFTALMOLOGICO DE MINAS GERAIS
0026743,HOSPITAL NOSSA SENHORA APARECIDA
0026786,HOSPITAL SOS
0026794,HOSPITAL SOFIA FELDMAN
0026808,HOSPITAL EVANGELICO DE BELO HORIZONTE
0026840,COMPLEXO HOSPITALAR SAO FRANCISCO
0026859,HOSPITAL FELICIO ROCHO
0026875,HOSPITAL SAO BENTO
0026913,HOSPITAL GALBA VELLOSO
0026921,HOSPITAL JOAO XXIII
0026948,HOSPITAL INFANTIL JOAO PAULO II
0026964,HOSPITAL ALBERTO CAVALCANTI
0026972,MATERNIDADE ODETE VALADARES
0026999,INSTITUTO RAUL SOARES
0027014,SANTA CASA DE BELO HORIZONTE
0027022,HOSPITAL JULIA KUBITSCHEK
0027049,HOSP DAS CLINICAS DA UNIV FED DE MINAS GERAIS EBSERH
0027677,CLINICA SERRA VERDE LTDA
0027820,HOSPITAL INFANTIL PADRE ANCHIETA
0027847,HOSPITAL VERA CRUZ
0027863,HOSPITAL RISOLETA TOLENTINO NEVES
0027898,HOSPITAL MATERMED LTDA
0027979,HOSPITAL BELO HORIZONTE
0033022,ISO
0034053,HOSPITAL ESTADUAL DE COVID 19 AME CAMPINAS
0046124,CENTRO DE PARTO NORMAL MARIA DIVINA
0049867,HOSPITAL AGUAS CLARAS
0052825,SOPHIA MEDIC SERVICOS MEDICOS E CIRURGICOS LTDA
0062197,INTENSI LIFE
0069167,INSTITUTO DA VISAO SANTA LUZIA
0073482,HOSPITAL REGIONAL DO BAIXO TOCANTINS HOSPITAL SANTA ROSA
0086126,HOSPITAL DE ENFRENTAMENTO AO CORONAVIRUS DE GOIANIA
0086673,HOSPITAL ESTADUAL LEONARDO DA VINCI
0088935,HOSPITAL NOSSA SENHORA APARECIDA HNSA
0089621,HOSPITAL DE CAMPANHA COVID 19 EMBU DAS ARTES
0090301,HOSPITAL DE RETAGUARDA DOM VICENTE ZICO
0092894,HOSPITAL REGIONAL DO LITORAL NORTE
0093297,HOSPITAL DE CAMPANHA COVID 19 OURO PRETO
0100358,HOSPITAL DR FRANCISCO ALVES
0101826,HOSPITAL DE CAMPANHA DO RECIFE HPR I AURORA
0101834,HOSPITAL DE CAMPANHA DO RECIFE HPR III IMBIRIBEIRA
0101842,HOSPITAL DE CAMPANHA DO RECIFE HPR II COELHOS
0102040,HOSPITAL DE CAMPANHA COVID 19 SMS SP PACAEMBU
0102075,HOSPITAL MUNICIPAL DA BELA VISTA SANTA DULCE DOS POBRES
0102083,HOSPITAL DE CAMPANHA COVID 19 SMS SP ANHEMBI P 38
0102091,UNIDADE DE TERAPIA INTENSIVA UTI CAR
0102105,HOSPITAL MUNICIPAL BRASILANDIA
0102172,HOSPITAL DE CAMPANHA COVID 19 CENTRO DE COMBATE AO CORONA
0102547,HOSPITAL DE CAMPANHA COVID 19 DOM ENEMESIO
0102571,HOSPITAL DE CAMPANHA COVID 19 AFIP
0102652,CENTRO INTENSIVO DE COMBATE AO CORONAVIRUS CICC
0102741,HOSPITAL DE CAMPANHA COVID 19 ARARAQUARA
0102792,HOSPITAL DE CAMPANHA COVID 19 UPA CENTRAL
0102806,HOSPITAL DE CAMPANHA COVID 19 UPA ZONA LESTE
0103284,HOSPITAL DE CAMPANHA COVID 19 BELEM
0103462,HOSPITAL DE CAMPANHA COVID 19
0103497,HOSPITAL DE CAMPANHA COVID 19 WETN WILD
0103594,HOSPITAL COVID 19 ITAIGARA
0103608,HOSPITAL DE CAMPANHA COVID 19 COTIA
0103993,HOSPITAL DE CAMPANHA DO MUNICIPIO DE VARGINHA HCMUV
0104167,HOSPITAL DE CAMPANHA COVID 19 CECOVID BETIM 2
0104213,HOSPITAL DE CAMPANHA COVID 19 CEACOR
0104477,HOSPITAL DE CAMPANHA COVID 19 HOSP PRESIDENTE VARGAS
0104515,HOSPITAL DE CAMPANHA COVID 19 SMS NATAL RN
0104523,HOSPITAL DE CAMPANHA COVID 19
0104795,HOSPITAL DE CAMPANHA COVID 19 HOSPITAL VITORIA
0104884,HOSPITAL DE CAMPANHA COVID 19
0104892,HOSPITAL DE CAMPANHA COVID 19 FERNAO DIAS
0105120,HOSPITAL DE CAMPANHA POSTO AVANCADO COVID 19
0105317,HOSPITAL MUNICIPAL OCEANICO DR GILSON CANTARINO HMOGC
0105449,HOSPITAL DE CAMPANHA COVID19 DE BRUMADINHO
0105457,HOSPITAL DE CAMPANHA COVID 19 IPOJUCA
0105589,HOSPITAL DE CAMPANHA COVID 19 FALCAO
0105597,HOSPITAL DE CAMPANHA COVID 19 OSASCO
0105619,HOSPITAL MUNICIPAL COVID 19 DE ITURAMA
0105678,HOSPITAL DE CAMPANHA COVID 19
0105708,HOSPITAL DE CAMPANHA COVID 19 FRANCO DA ROCHA
0105759,HOSPITAL DE CAMPANHA COVID 19 HOSPITAL DE URGENCIA
0105767,HOSPITAL DE CAMPANHA COVID 19 HOSPITAL ANCHIETA
0105805,HOSPITAL SAO JOSE
0105856,HOSPITAL DE CAMPANHA COVID 19 SER
0106232,HOSPITAL DE CAMPANHA COVID 19 SUZANO
0106496,HOSPITAL DE CAMPANHA COVID 19 FONTE NOVA
0106526,HOSPITAL ESTADUAL 2 DE JULHO
0106860,UNIDADE DE ATENDIMENTO PEDIATRICO
0107689,HOSPITAL MUNICIPAL DE CONSELHEIRO LAFAIETE
0107816,HOSPITAL MUNICIPAL DE AFONSO BEZERRA
0107913,HOSPITAL DE CAMPANHA COVID 19 AMBULATORIO MUNICIPAL
0108308,HOSPITAL DE CAMPANHA PRACA 9 DE JULHO
0108375,HOSPITAL MUNICIPAL DO HOMEM HMH
0109258,HOSPITAL MUNICIPAL CASA DE SAUDE ARARUNA
0109266,HOSPITAL NAIR ALVES DE SOUZA SMS
0109703,HOSPITAL DE CAMPANHA COVID 19 DIVINOPOLIS
0109746,HOSPITAL DE CAMPANHA COVID 19 PEDRO DELL ANTONIA
0110140,HOSPITAL MUNICIPAL DE PORANGATU
0110310,HOSPITAL DE CAMPANHA COVID 19 CAIEIRAS
0110345,CENTRO DE TRIAGEM COVID 19 SJVRP
0110612,UNIDADE RESPIRATORIA NOVA HORTOLANDIA
0110809,HOSPITAL DE CAMPANHA COVID 19SMS VR
0110981,HOSPITAL DE CAMPANHA COVID 19 DR AKIRA TADA
0111163,HOSPITAL DE CAMPANHA COVID 19
0111171,HOSPITAL DE CAMPANHA POMBOS COVID 19 PLUS
0111775,HOSPITAL DE CAMPANHA COVID 19
0111813,HOSPITAL DE CAMPANHA COVID 19 DE FEIRA NOVA
0111856,HOSPITAL COVID 19 GARANHUNS
0112062,HOSPITAL DE CAMPANHA RIBEIRAO PIRES
0112097,CENTRO DE TRIAGEM E TRATAMENTO PARA O CORONAVIRUS
0112542,HOSPITAL DE CAMPANHA COVID 19
0112755,HOSPITAL DE CAMPANHA COVID 19 DE CAETES
0113115,HOSPITAL MUNICIPAL RETAGUARDA GONCALENSE
0113123,HOSPITAL DE CAMPANHA COVID 19 SMS SP ANHEMBI P 35
0113565,HOSPITAL DE CAMPANHA COVID 19 SMS
0113638,HOSPITAL DE CAMPANHA CLEOVANSOSTENES PEREIRA AGUIAR
0113816,HOSPITAL PROVISORIO DO PAULISTA COVID 19
0113824,HOSPITAL MUNICIPAL UNILAGOS C 19
0113891,HOSPITAL DO CANCER E DO CORACAO HCCOR
0113921,HOSPITAL DE CAMPANHA
0115258,HOSPITAL SOLIDARIO
0115509,HOSPITAL DE CLINICAS ANJO GABRIEL
0115878,HCAMP HOSPITAL DE CAMPANHA DE RIO VERDE
0116335,HOSPITAL DE CAMPANHA COVID 19 MARABA
0116750,HOSPITAL DE CAMPANHA POA CONTRA COVID
0117110,HOSPITAL DE CAMPANHA COVID 19 PRINCESA DO
0117277,HOSPITAL DE CAMPANHA COVID 19 SANTATREM
0117749,HOSPITAL DE CAMPANHA COVID 19 FERRAZ DE VASCONCELOS
0118095,CENTRO INTERMEDIARIO DE ENFRENTAMENTO AO CORONAVIRUS CIEC
0118427,HOSPITAL DE CAMPANHA COVID19 RIBEIRAO DAS NEVES
0119016,SMS HOSPITAL MUN DE CAMPANHA RIOCENTRO COVID 19
0119172,ATPN HOSPITAL DE CAMPANHA DE MAUA
0119199,HOSPITAL CAMPANHA DO MUNICIPIO DE CAJAMAR
0119253,METROPOLITANO MANDAGUACU
0119326,HOSPITAL DE COMBATE A COVID 19
0119377,HOSPITAL DE CAMPANHA COVID 19 DE PASSIRA
0126772,HOSPITAL DE REFERENCIA COVID 19
0127248,HOSPITAL DE CAMPANHA SANTA CRUZ DO CAPIBARIBE
0127604,HOSPITAL DE RETAGUARDA DO JARDIM PAULISTA
0127647,HOSPITAL DE CAMPANHA COVID 19 OURICURI
0127752,HOSPITAL DE CAMPANHA MUNICIPAL DE SALGUEIRO
0127868,HOSPITAL ESTADUAL DE CAMPANHA COVID 19 IBIRAPUERA
0127876,HOSPITAL ESTADUAL COVID 19 BARRADAS
0128341,HOSPITAL DE CAMPANHA COVID 19 UPA LESTE
0128651,HOSPITAL DE CAMPANHA DE TORITAMA
0129968,HOSPITAL DE CAMPANHA COVID 19 QUEIMADOS RJ
0130575,HOSPITAL DE CAMPANHA DE BEZERROS
0130753,HOSPITAL DE CAMPANHA COVID 19 PADRE PEDRO BALZI
0131202,HOSPITAL COSTA DOS COQUEIROS
0131237,HOSPITAL MUNICIPAL SAO JUDAS TADEU
0131350,HOSPITAL SANTA CLARA
0131709,HOSPITAL DE CAMPANHA COVID 19 ILHEUS
0133272,HOSPITAL DE CAMPANHA COVID 19 MUNICIPIO DE TAUBATE
0133485,HOSPITAL DE RETAGUARDA PARA O COVID 19 BARCARENA
0133876,HOSPITAL DE CAMPANHA COVID 19
0134163,HOSPITAL DE CAMPANHA COVID 19 JACAREI
0134252,HOSPITAL NOSSA SENHORA DAS GRACAS
0135305,HOSPITAL DE CAMPANHA COVID 19 ITAPISSUMA
0135569,CENTRO DE ATENDIMENTO AO COVID 19 JARU
0135879,HOSPITAL DE CAMPANHA COVID 19 MARACANA
0136131,HOSPITAL DE CAMPANHA COVID 19
0136328,CTC CENTRO DE TRATAMENTO COVID 19 PINDAMONHANGABA
0136581,HOSPITAL METROPOLITANO DE ALAGOAS
0136751,NEURON DOR
0144975,HOSPITAL DE CAMPANHA CENTRO COVID SANTANA
0145041,HOSPITAL DE CAMPANHA COVID 19 CENTRO DE INTERNACAO
0145602,UTI GRAJAU
0145688,UCC UNIDADE DE CONTROLE DO COVID 19
0145742,HOSPITAL ESTADUAL DE RETAGUARDA COVID 19
0145882,HCAMP HOSPITAL DE CAMAPANHA DE SANTA HELENA
0145963,HOSPITAL DE CAMPANHA COVID 19 CAMPINAS
0146048,CENTRO DE COMBATE AO COVID 19 VILA ESPERANCA
0147028,SOCIEDADE HOSPITALAR MARIA VITORIA
0147907,HOSPITAL GERAL E DO CANCER DR STENIO HOLANDA FILHO
0148547,HOSPITAL DE CAMPANHA COVID 19 SAO GONCALO
0149632,HOSPITAL DE CAMPANHA COVID 19 MOGI DAS CRUZES
0150126,HOSPITAL DE CAMPANHA COVID 19 BRUNO DANIEL
